,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,song_label
1807,6ZyEZpsnv8mwiMEeNRK2oq,Boris Brejcha,Feuerfalter Special Edition,Dark Planet,45,512640,False,0.844,0.52,7,-9.748,1,0.0518,0.00139,0.747,0.0941,0.197,124.993,3,techno,Dark Planet-Boris Brejcha
1808,1LOZMYF5s8qhW7Rv4w2gun,10cc,Bloody Tourists,Dreadlock Holiday,69,267946,False,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,4,blues,Dreadlock Holiday-10cc
1809,1AEYT6VxrxXPMoQUxsY0E4,Trapt,Trapt,Headstrong,72,285569,True,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4,grunge,Headstrong-Trapt
1810,5uBKhKWTJ4E47rcLQqu3YH,The Wailers,Burnin' (Deluxe Edition),I Shot The Sheriff,60,279720,False,0.801,0.641,8,-9.349,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,4,dub,I Shot The Sheriff-The Wailers
1811,1LHZMWefF9502NPfArRfvP,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",Lift Me Up (feat. Rob Halford of Judas Priest),62,246209,True,0.508,0.988,1,-3.613,0,0.165,8.45e-05,0.0,0.209,0.174,75.018,4,groove,Lift Me Up (feat. Rob Halford of Judas Priest)-Five Finger Death Punch
1812,4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,The Captain and Me,Long Train Runnin',72,207266,False,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4,blues,Long Train Runnin'-The Doobie Brothers
1813,76lT30VRv09h5MQp5snmsb,Boris Brejcha,Lost Memory,Lost Memory,53,462719,False,0.876,0.459,11,-11.52,1,0.0756,0.0146,0.91,0.111,0.137,124.999,3,techno,Lost Memory-Boris Brejcha
1814,2HCaIYjkvWSZzaSKUoOh3d,The Byrds,Mr. Tambourine Man,Mr. Tambourine Man,64,149466,False,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,4,psych-rock,Mr. Tambourine Man-The Byrds
1815,6zKF4293k44ItKWJJgrhXv,Killswitch Engage,As Daylight Dies (Special Edition),My Curse,68,244773,False,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3,metalcore,My Curse-Killswitch Engage
1816,5hE3T2329sdMmIrHxjhQDL,Live,Throwing Copper,Selling The Drama,59,208293,False,0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18e-05,0.101,0.336,124.42,4,grunge,Selling The Drama-Live
1817,3pf96IFggfQuT6Gafqx2rt,Boney M.,Take The Heat Off Me,Sunny,69,242240,False,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,4,disco,Sunny-Boney M.
1818,2wz5weI4PREzpexKfrKgwv,La Bouche,Greatest Hits,Sweet Dreams,62,204586,False,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,4,techno,Sweet Dreams-La Bouche
1819,5m9uiFH9sK5wxRZdfN62n9,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),The Diary Of Jane,59,200213,False,0.39,0.958,10,-4.455,0,0.0622,5.67e-05,0.0437,0.121,0.348,167.045,4,metal,The Diary Of Jane-Breaking Benjamin
1820,11NbY6pumU3yzLyo7P5oNQ,The Hives,The Black and White album,Tick Tick Boom,52,205413,False,0.565,0.831,9,-3.102,0,0.113,0.000384,1.21e-05,0.245,0.498,135.111,4,garage,Tick Tick Boom-The Hives
1821,2d8D7uk3tbAThjRkdfrx9c,Desireless,François,Voyage voyage,70,266600,False,0.606,0.913,8,-6.039,0,0.0351,0.246,0.00696,0.34,0.838,123.58,4,french,Voyage voyage-Desireless
1822,1T94tcUfe2X74nriMCAWQa,The Jeff Healey Band,Hell To Pay,While My Guitar Gently Weeps,55,315666,False,0.431,0.666,7,-11.141,1,0.0337,0.00151,0.00213,0.0527,0.619,134.777,4,blues,While My Guitar Gently Weeps-The Jeff Healey Band
1823,5FPnjikbwlDMULCCCa6ZCJ,John Mayer,Heavier Things,Daughters,67,237906,False,0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,3,singer-songwriter,Daughters-John Mayer
1824,3SktMqZmo3M9zbB7oKMIF7,John Mayer,Continuum,Gravity,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,singer-songwriter,Gravity-John Mayer
1825,6wZI4mdT8JwXgkGURnBQiq,John Mayer,Say,Say,61,230213,False,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,4,songwriter,Say-John Mayer
1826,7cpCU3Denug5NGZsSpQl8v,John Mayer,XO,XO,70,213626,False,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67,4,songwriter,XO-John Mayer
1827,7BfW1eoDh27W69nxsmRicb,Bob Marley & The Wailers,Confrontation,Buffalo Soldier,72,255840,False,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,4,reggae,Buffalo Soldier-Bob Marley & The Wailers
1828,71SvEDmsOwIWw1IozsZoMA,Journey,Departure,Any Way You Want It,73,201693,False,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,4,hard-rock,Any Way You Want It-Journey
1829,0NJC0FDCODpPUntRTTQq97,Aerosmith,Get A Grip,Cryin',72,308333,False,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,3,hard-rock,Cryin'-Aerosmith
1830,27spr4gOJgvyiGia9WYeKV,Foreigner,Timeless Rock Hits,Hot Blooded,1,184906,False,0.681,0.664,0,-8.036,1,0.0922,0.299,0.0,0.0772,0.729,118.33,4,hard-rock,Hot Blooded-Foreigner
1831,5u6y4u5EgDv0peILf60H5t,Santana,Abraxas,Oye Como Va,67,256933,False,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,blues,Oye Como Va-Santana
1832,5FlTfq71n5Fxrei3B07Vx2,Sir Lord Baltimore,Kingdom Come,Hell Hound,27,199240,False,0.362,0.899,2,-10.24,1,0.115,0.00339,1.59e-05,0.842,0.497,102.092,4,psych-rock,Hell Hound-Sir Lord Baltimore
1833,0DXI6c9tNWsI4tvUftkQN8,Estopa,Estopa,Tu Calorro,66,190626,False,0.713,0.768,0,-9.115,1,0.0662,0.229,0.0,0.447,0.962,88.012,4,spanish,Tu Calorro-Estopa
1834,1INksmStBpxdNlBzwGUvsg,Royal Blood,Royal Blood,Out of the Black,61,240572,True,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937,4,garage,Out of the Black-Royal Blood
1835,67ymMIeLBiRIzWCjIF4SuY,Sonic Boom Six,Sonic Boom Six,Virus,28,220226,False,0.552,0.809,0,-5.618,1,0.0311,1.73e-05,0.00203,0.233,0.42,90.039,4,dub,Virus-Sonic Boom Six
1836,3nGWzFBJ5tMzHWAgs16fK6,The Heavy,The Glorious Dead,What Makes A Good Man?,56,226380,False,0.456,0.803,2,-4.265,1,0.0786,0.000259,0.000368,0.291,0.333,186.15,4,blues,What Makes A Good Man?-The Heavy
1837,3YVEmS5OcW9o6x85Iaq2L6,J.J. Cale,(70's) Seventies Collected Volume 2,Cajun Moon,0,134840,False,0.825,0.631,10,-11.283,0,0.0383,0.819,0.432,0.156,0.892,102.619,4,blues,Cajun Moon-J.J. Cale
1838,70WSr32oW4jC1na5I0j0D6,The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone,61,334466,False,0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,4,psych-rock,Anemone-The Brian Jonestown Massacre
1839,7aS8e5XKVWDcbyn06mF9fz,Jon Hopkins,Monsters (Original Motion Picture Soundtrack),Candles,54,148546,False,0.298,0.148,3,-26.245,0,0.0438,0.868,0.843,0.11,0.0603,108.658,4,ambient,Candles-Jon Hopkins
1840,1eticIiJAJW9FrSUtOtd02,Gramatik,SB3,Dungeon Sound,49,232680,False,0.776,0.675,0,-6.276,0,0.0785,0.00399,0.0698,0.0982,0.413,203.958,4,trip-hop,Dungeon Sound-Gramatik
1841,5fpj84RsT9cOTfWUCxBTXu,Royal Blood,Royal Blood,Little Monster,59,212309,False,0.454,0.882,5,-4.251,1,0.06,0.00122,0.00156,0.138,0.497,95.999,4,garage,Little Monster-Royal Blood
1842,1D2Iygsy0wXVAZaM1W8ds4,Lianne La Havas,Low-Key Hits,Lost & Found,0,267746,False,0.517,0.349,2,-11.527,0,0.0356,0.818,1.04e-06,0.123,0.142,134.058,4,soul,Lost & Found-Lianne La Havas
1843,5rtpGGu3bPKsJEFjDGs63M,Sophie Ellis-Bextor,Read My Lips,Murder On The Dancefloor,62,229573,False,0.734,0.844,1,-5.357,0,0.0343,0.00346,1.81e-05,0.333,0.823,117.306,4,disco,Murder On The Dancefloor-Sophie Ellis-Bextor
1844,6yoqKyNAJOjTlFnDM8u6Ka,Boozoo Bajou,Satta,Night over Manaus,49,379360,False,0.839,0.951,5,-9.121,1,0.0486,0.055,0.85,0.267,0.933,143.016,4,trip-hop,Night over Manaus-Boozoo Bajou
1845,0Wv9Ckm088qsVkMKPH170C,Lucy Rose,Like I Used To,Shiver,54,233013,False,0.463,0.192,9,-13.229,1,0.0338,0.706,8.46e-05,0.105,0.135,122.631,3,ambient,Shiver-Lucy Rose
1846,54KxjGEVqy7wtoICc4858l,Mr. Scruff,Keep It Unreal,Spandex Man,23,278140,False,0.707,0.522,7,-9.798,1,0.259,0.0691,0.876,0.105,0.727,208.065,4,trip-hop,Spandex Man-Mr. Scruff
1847,3911Bzzv8FHgbitJzXFjxh,Tinariwen,Emmaar,Toumast Tincha,46,260253,False,0.3,0.66,10,-7.536,0,0.0704,0.485,0.817,0.116,0.189,87.4,4,guitar,Toumast Tincha-Tinariwen
1848,3M8FzayQWtkvOhqMn2V4T2,Bill Withers,Still Bill,Lean on Me,70,258834,False,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,soul,Lean on Me-Bill Withers
1849,1BYq8GCxY9z9DlEhTQ481A,Grace Jones,Hurricane,Williams Blood,26,359613,False,0.7,0.69,6,-7.593,0,0.036,0.00561,0.00416,0.596,0.357,103.99,4,synth-pop,Williams Blood-Grace Jones
1850,66790TBuwlIrGxWWTVc6yl,Nick Drake,Five Leaves Left,Day Is Done,56,146026,False,0.487,0.298,2,-15.225,0,0.0328,0.603,0.682,0.161,0.457,124.332,4,british,Day Is Done-Nick Drake
1851,4Y2W4zKa3q72ztbkA0r8Va,Boards of Canada,The Campfire Headphase,Dayvan Cowboy,56,300186,False,0.322,0.615,11,-10.774,1,0.0427,0.507,0.819,0.0677,0.0361,167.95,4,ambient,Dayvan Cowboy-Boards of Canada
1852,7bhI6rnvaVw8qgZPn32qE0,Fink,Hard Believer,Looking Too Closely,62,310693,False,0.477,0.519,2,-12.461,1,0.0358,0.328,0.748,0.0949,0.102,175.094,4,folk,Looking Too Closely-Fink
1853,6UB9mShVLbMm0W4e6vud4C,Metallica,Master Of Puppets (Remastered),Battery,65,312360,False,0.481,0.928,11,-8.799,0,0.0672,0.00022,0.558,0.106,0.427,96.699,4,hard-rock,Battery-Metallica
1854,5EbTHYIQQtNNMloPNirkKi,Atari Teenage Riot,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Speed,42,168586,False,0.413,0.912,4,-5.092,0,0.0878,1.49e-05,0.0203,0.14,0.497,165.156,4,techno,Speed-Atari Teenage Riot
1855,3Fzlg5r1IjhLk2qRw667od,Toploader,Onka's Big Moka,Dancing in the Moonlight,77,232693,False,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,british,Dancing in the Moonlight-Toploader
1856,74uGhWp4BYpjFj1V2DzgoO,Aerosmith,Nine Lives,Pink,63,235360,False,0.432,0.751,0,-5.124,1,0.0423,0.0134,4.58e-06,0.126,0.776,171.85,4,hard-rock,Pink-Aerosmith
1857,7C4JA0ETvKXzNwZ9hkDSzF,The Prototypes,Drum&BassArena 20 Years,Pale Blue Dot,20,296554,False,0.518,0.976,0,-2.392,1,0.0646,0.00192,0.566,0.142,0.126,174.053,4,drum-and-bass,Pale Blue Dot-The Prototypes
1858,1DxT6f6mH7kLriOUWbujup,Lionel Richie,Can't Slow Down,All Night Long (All Night),52,382973,False,0.714,0.583,1,-13.346,1,0.0391,0.273,0.000813,0.0288,0.849,108.822,4,disco,All Night Long (All Night)-Lionel Richie
1859,5rX6C5QVvvZB7XckETNych,Kid Rock,Rock n Roll Jesus,All Summer Long,73,297586,False,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,4,metal,All Summer Long-Kid Rock
1860,2M2WJ7gBlcKNxdhyfPp9zY,The Emotions,Rejoice,Best of My Love,70,220560,False,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,4,disco,Best of My Love-The Emotions
1861,0G3fbPbE1vGeABDEZF0jeG,CHIC,Risqué,Good Times,64,495400,False,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,4,disco,Good Times-CHIC
1862,7cv28LXcjAC3GsXbUvXKbX,Gloria Gaynor,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,I Will Survive - Single Version,68,198066,False,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,4,disco,I Will Survive - Single Version-Gloria Gaynor
1863,2bpZXHIBksZowrsrEExapt,Sam Smith,Autumn Vibes 2022,Like I Can,0,166346,False,0.628,0.683,7,-5.565,0,0.0467,0.246,0.0,0.176,0.462,99.8,4,dance,Like I Can-Sam Smith
1864,2K22nUTdyr48JDwI5t906t,Frankie Goes To Hollywood,Welcome To The Pleasuredome,Relax,72,236800,False,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,4,synth-pop,Relax-Frankie Goes To Hollywood
1865,0cGG2EouYCEEC3xfa0tDFV,Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,79,153800,False,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,synth-pop,Tainted Love-Soft Cell
1866,3pbtBomO4Zt5gGiqsYeiBH,Diana Ross,Diana,Upside Down,69,245600,False,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,4,disco,Upside Down-Diana Ross
1867,4dfKkLkiQsPr6DNux83BC3,Candi Staton,Gourmet Soul,Young Hearts Run Free,0,249293,False,0.646,0.693,7,-8.08,0,0.0436,0.162,5.79e-06,0.263,0.825,115.514,4,soul,Young Hearts Run Free-Candi Staton
1868,6HIVJXpdvp1C1ubfnkFnz8,Kool & The Gang,Collected,Celebration - Single Version,66,218786,False,0.824,0.837,1,-7.124,1,0.054,0.0216,0.00944,0.123,0.947,121.143,4,disco,Celebration - Single Version-Kool & The Gang
1869,6tASfEUyB7lE2r6DLzURji,Wham!,Fantastic,Club Tropicana,64,265600,False,0.658,0.714,11,-9.247,1,0.0519,0.0294,5.7e-05,0.651,0.806,117.283,4,synth-pop,Club Tropicana-Wham!
1870,5MoDQWMDMaAGDEiWsJfeCi,The Bangles,The Essential Bangles,Eternal Flame,68,238026,False,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,3,disco,Eternal Flame-The Bangles
1871,4Cv6ongCvJy9JfSkWVnb5D,Kool & The Gang,Something Special,Get Down On It,64,293666,False,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,4,disco,Get Down On It-Kool & The Gang
1872,0awG4a7t5UrmZZ4PZVNav3,Oliver Cheatham,Disco Essentials,Get Down Saturday Night,63,241906,False,0.865,0.611,11,-11.571,0,0.0573,0.226,0.082,0.0572,0.963,116.545,4,disco,Get Down Saturday Night-Oliver Cheatham
1873,23l1kVpqMVREiwU1YAlcr4,Elton John,Too Low For Zero,I Guess That's Why They Call It The Blues,70,285333,False,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,3,piano,I Guess That's Why They Call It The Blues-Elton John
1874,7rIovIsXE6kMn629b7kDig,Gloria Gaynor,Love Tracks,I Will Survive,69,296106,False,0.77,0.775,9,-9.571,0,0.0495,0.0227,0.00262,0.297,0.802,116.935,4,disco,I Will Survive-Gloria Gaynor
1875,28285KFbyCq8sJofn58qlD,The O'Jays,Back Stabbers,Love Train,70,178400,False,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,4,disco,Love Train-The O'Jays
1876,4t0UsYzmmmZRMTWn77jiGF,Robin S,Show Me Love,Show Me Love,69,252106,False,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4,disco,Show Me Love-Robin S
1877,7wq9dxlN8HS91W4lIiwDlh,Jocelyn Brown,Jocelyn Brown,Somebody Else's Guy,28,392881,False,0.707,0.813,6,-6.354,1,0.0693,0.252,0.0196,0.212,0.738,102.996,4,disco,Somebody Else's Guy-Jocelyn Brown
1878,2hUSKfJpP9twYacueqlzGl,Stevie Wonder,On air 70's Hits,Superstition - Single Version,1,244826,False,0.637,0.745,8,-8.607,1,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,indie,Superstition - Single Version-Stevie Wonder
1879,2W2ieVidLIx9TDvxu0ZT6F,Tina Turner,Simply the Best,The Best - Edit,65,253592,False,0.68,0.701,0,-10.46,1,0.0275,0.0341,0.00479,0.114,0.824,103.789,4,disco,The Best - Edit-Tina Turner
1880,6GSgikgrDSGtFPf0HwPi2X,Percy Sledge,"Music To Park By ""20 Great Romantic Hits""",When A Man Loves A Woman,0,174400,False,0.404,0.272,1,-11.765,1,0.0286,0.264,0.0,0.0528,0.326,97.941,3,soul,When A Man Loves A Woman-Percy Sledge
1881,2SHnUyZq0zwmvRIl4WY77G,Krewella,Play Hard EP,Alive,55,290760,False,0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002,4,dub,Alive-Krewella
1882,5P7RUK1ibNNyuaGoXgs4W6,Michael Bublé,Holly Jolly Christmas,Holly Jolly Christmas,2,119786,False,0.649,0.466,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,4,jazz,Holly Jolly Christmas-Michael Bublé
1883,0PDwgRrbKYOgZS82F8uvPt,Justin Bieber,Christmas 2022,Mistletoe,4,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,Mistletoe-Justin Bieber
1884,0M4RJYdcJ9t2f89WxBfO2f,Kylie Minogue,Christmas Time,Santa Baby,0,202546,False,0.685,0.391,1,-7.183,1,0.0435,0.744,0.0,0.142,0.443,87.101,4,electro,Santa Baby-Kylie Minogue
1885,5aj4UEKeW7T3eI4ETaN7Me,Paul McCartney,Holidays Are Coming,Wonderful Christmastime,0,225933,False,0.672,0.601,11,-6.469,1,0.0279,0.128,0.0,0.0824,0.763,94.699,4,folk,Wonderful Christmastime-Paul McCartney
1886,7CFQrZR4WeKEg4vweqp8Gv,Ellie Goulding,Halcyon Days,How Long Will I Love You - Bonus Track,66,154435,False,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,5,indie-pop,How Long Will I Love You - Bonus Track-Ellie Goulding
1887,6PN51jW5TJ4XOFMO41lc6h,Paolo Nutini,Caustic Love,Better Man,56,329046,False,0.556,0.434,7,-9.548,1,0.0363,0.407,0.00545,0.104,0.505,147.507,4,british,Better Man-Paolo Nutini
1888,685WYfzmOeDOF4laU8UuOv,Lee DeWyze,Blackbird Song,Blackbird Song,49,254615,False,0.259,0.195,9,-13.639,0,0.0331,0.264,0.433,0.352,0.183,146.011,4,acoustic,Blackbird Song-Lee DeWyze
1889,725psKOmvjhV8lZ5X1YJ4o,The Agonist,Eye of Providence,Disconnect Me,23,212466,False,0.473,0.99,8,-3.537,1,0.217,4.54e-06,0.0391,0.0797,0.0371,119.492,4,death-metal,Disconnect Me-The Agonist
1890,6SUHMSU9EBORT2fskEirQE,Porcelain Black,One Woman Army,One Woman Army,54,216756,False,0.592,0.842,1,-6.421,0,0.11,0.0661,0.0,0.313,0.708,121.077,4,industrial,One Woman Army-Porcelain Black
1891,2lNFWUrxuNaQsf5I1pDTPr,Porter Robinson,Worlds,Sea Of Voices,47,298980,False,0.215,0.437,2,-8.103,1,0.0309,0.206,0.576,0.0696,0.0445,127.595,4,dubstep,Sea Of Voices-Porter Robinson
1892,6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,A Thousand Years,81,285120,False,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,dance,A Thousand Years-Christina Perri
1893,4MloswMM3eu7dHZ7MOzW3i,Enrique Iglesias,Insomniac (New International Version Spanish),Do You Know? (The Ping Pong Song),55,218053,False,0.755,0.765,8,-4.328,1,0.0486,0.0503,0.0,0.0326,0.691,114.993,4,latin,Do You Know? (The Ping Pong Song)-Enrique Iglesias
1894,4TxDVThNTcE53gNIrXYBow,Noisettes,Del gusto de mamá,Don't Upset The Rhythm (Go Baby Go),0,228786,False,0.691,0.876,6,-3.953,1,0.0378,0.0129,0.00493,0.0655,0.659,120.281,4,british,Don't Upset The Rhythm (Go Baby Go)-Noisettes
1895,1AM8QdDFZMq6SrrqUnuQ9P,Michael Bublé,It's Time,Feeling Good,73,237333,False,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3,j-pop,Feeling Good-Michael Bublé
1896,3DamFFqW32WihKkTVlwTYQ,Owl City,Ocean Eyes,Fireflies,79,228346,False,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,rock,Fireflies-Owl City
1897,6ic8OlLUNEATToEFU3xmaH,Britney Spears,Blackout,Gimme More,79,251240,False,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,dance,Gimme More-Britney Spears
1898,5MshZbukugLnrby4mHO7tW,Flo Rida,Running Songs,Good Feeling,1,248133,False,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance,Good Feeling-Flo Rida
1899,03EuhmMsEHVFI9ytainStU,Flux Pavilion,Lines in Wax,I Can't Stop,56,303911,False,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,4,electronic,I Can't Stop-Flux Pavilion
1900,5itzMvVywRJScC9DUyHpzZ,Jason Derulo,Good Enough - Easy Pop,It Girl,0,192200,False,0.667,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,4,dance,It Girl-Jason Derulo
1901,1COGvQEAtPxisowBQjZyZ1,Bruno Mars,Music for Rainy Days,It Will Rain,0,257720,False,0.572,0.835,2,-6.826,1,0.0516,0.337,0.0,0.082,0.468,150.014,4,dance,It Will Rain-Bruno Mars
1902,50nSJ4OU2clW8rUnVDEKrC,Christina Perri,Music for Rainy Days,Jar of Hearts,0,246587,False,0.373,0.348,3,-6.142,1,0.0314,0.728,0.0,0.12,0.0899,74.885,4,rock,Jar of Hearts-Christina Perri
1903,18XA6zBzc8shI011scLk5k,Ne-Yo,Almorzando solo,Let Me Love You (Until You Learn To Love Yourself),0,252226,False,0.669,0.723,5,-5.2,1,0.0346,0.213,0.0,0.523,0.269,124.925,4,dance,Let Me Love You (Until You Learn To Love Yourself)-Ne-Yo
1904,4QCnMOWxfDkTsGt82HULFb,Ellie Goulding,Old But Gold,Lights,66,245853,False,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4,indie-pop,Lights-Ellie Goulding
1905,1D4PL9B8gOg78jiHg3FvBb,Taylor Swift,Fearless (Big Machine Radio Release Special),Love Story,77,236266,False,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,4,pop,Love Story-Taylor Swift
1906,0laYHRpNTS6i8FXdupHkJ4,Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,81,188453,False,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4,dance,Love You Like A Love Song-Selena Gomez & The Scene
1907,3O3F0ZKmxxMdgYm1rw0jaN,Sigma,Nobody To Love,Nobody To Love - Extended Mix,50,252342,False,0.441,0.954,8,-3.702,1,0.059,0.000464,0.000332,0.0529,0.146,175.027,4,drum-and-bass,Nobody To Love - Extended Mix-Sigma
1908,092PSCM3LlkiCatgTN0vrU,D'banj,King Don Come,Oliver Twist,51,237453,False,0.83,0.881,8,-5.706,1,0.0699,0.429,7.25e-06,0.126,0.866,125.021,4,dancehall,Oliver Twist-D'banj
1909,1ixbwbeBi5ufN4noUKmW5a,M.I.A.,Kala,Paper Planes,77,205200,False,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,4,indie-pop,Paper Planes-M.I.A.
1910,5YPMEOJ58kfl56VHxTgwx3,David Guetta,Nothing but the Beat (Ultimate Edition),Play Hard (feat. Ne-Yo & Akon),70,201000,False,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,4,edm,Play Hard (feat. Ne-Yo & Akon)-David Guetta
1911,4E5P1XyAFtrjpiIxkydly4,Iyaz,Replay,Replay,76,182306,False,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,dance,Replay-Iyaz
1912,2VqAEP1yY5T523K7bZtL8a,Akon,Freedom,Right Now (Na Na Na),71,240746,False,0.83,0.857,8,-4.194,0,0.152,0.262,0.0,0.413,0.607,137.982,4,dance,Right Now (Na Na Na)-Akon
1913,65hRZOQkVjmBdusz1N7aOv,Swedish House Mafia,Save The World,Save The World,67,213337,False,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,4,progressive-house,Save The World-Swedish House Mafia
1914,4odiyU3myG29Ld0wurMfE8,Sean Paul,Tomahawk Technique,She Doesn't Mind,70,227786,False,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,4,dancehall,She Doesn't Mind-Sean Paul
1915,77u3cpprulNjIUYkjYwlhU,Ellie Goulding,Del gusto de mamá,Starry Eyed,4,176933,False,0.51,0.816,5,-5.331,0,0.0352,0.13,8.66e-06,0.224,0.588,149.929,4,edm,Starry Eyed-Ellie Goulding
1916,4kJWtxDDNb9oAk3h7sX3N4,deadmau5,Strobe,Strobe,45,634151,False,0.436,0.524,8,-7.754,0,0.038,0.00947,0.901,0.114,0.0365,128.02,4,electronic,Strobe-deadmau5
1917,5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Eye To The Telescope,Suddenly I See,73,201706,False,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,4,acoustic,Suddenly I See-KT Tunstall
1918,2Mik4RyMTMGXscX9QGiDoX,The Trashmen,Surfin' Bird,Surfin' Bird,54,143293,False,0.587,0.968,11,-9.393,1,0.0527,0.000869,0.000606,0.329,0.845,99.231,4,garage,Surfin' Bird-The Trashmen
1919,4tWe3Fr8HrQPq2iFOpEGZs,a-ha,The Singles: 1984-2004,The Living Daylights,52,254346,False,0.694,0.78,2,-7.872,0,0.0267,0.121,0.00157,0.114,0.829,120.266,4,synth-pop,The Living Daylights-a-ha
